,FeatureTyp,SegmentTyp,TrafDir,SegmentID,XFrom,YFrom,XTo,YTo,SegmentID_,SpatialJoi,D_Busstop,D_Subway,NodeIDFrom,NodeIDTo,X,Y,SVIID,ID,SegDir1,SegDir2,StreetWidt,Length,Commercial,CulturalFa,EducationF,Government,HealthServ,Miscellane,PublicSafe,Recreation,ReligiousI,Residentia,SocialServ,Transporta,Water,Avg_B01001,Avg_B010_1,Avg_B010_2,Avg_B010_3,Avg_B02001,Avg_B020_1,Avg_B020_2,Avg_B08006,Avg_B080_1,Avg_B080_2,Avg_B08013,Avg_B08124,Avg_B15003,Avg_B19001,Avg_B19013,Avg_B23013,Avg_B24011,Avg_B240_1,Avg_B240_2,Avg_B240_3,Avg_B240_4,Avg_B240_5,Avg_B240_6,Avg_B240_7,Avg_B240_8,Avg_B240_9,Avg_B24_10,Avg_B24_11,Avg_B24_12,Avg_B24_13,Avg_B24_14,Avg_B24_15,Avg_B24_16,Avg_B24_17,Avg_B24_18,Avg_B24_20,Avg_B24_21,Avg_B24_22,Avg_B24_23,Avg_B24_24,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Masks
13407,0,U,A,34206,989419,215672,989967,215369,34206,103867,0.0622103,5.39224e-06,21527,21529,-73.9804,40.7582,11229,13407,EB,SB,34.0,0.190954,17.0,75.0,79.0,4.0,3.0,0.0,0.0,200.0,3.0,57.0,32.0,9.0,2.0,7364.01441901,4088.714426457501,3275.2999925574995,734.5022287675,4527.7029322125,111.9068934625,2307.7905975325,5677.0848107275,250.316147995,132.7100980175,124806.2002142875,0.0,2613.23617597,4568.3716642300005,771285.32391075,198.842514235,801827.530436625,605322.952580125,426135.71149825,0.0,35195.4353465,15163.384064462502,399126.69581975,77147.608061875,288180.336524125,266626.781902,0.0,0.0,0.0,0.0,111396.13892525,0.0,0.0,347270.460052,247315.6692605,0.0,0.0,0.0,0.0,0.0,446.6,273.8,183.0,139.0,153.8,209.2,384.8,460.2,532.0,529.6,486.0,510.2,501.6,474.6,531.2,541.0,581.0,492.6,442.6,525.8,608.2,569.6,548.4,486.2,Train
13432,0,U,W,35808,990188,214947,989294,215445,35808,103899,0.0970675,0.0791456,22504,21526,-73.9802,40.7573,11250,13432,WB,NB,30.0,0.31203,20.0,75.0,87.0,4.0,3.0,0.0,0.0,277.0,4.0,64.0,33.0,10.0,2.0,7364.01441901,4088.714426457501,3275.2999925574995,734.5022287675,4527.7029322125,111.9068934625,2307.7905975325,5677.0848107275,250.316147995,132.7100980175,124806.2002142875,0.0,2613.23617597,4568.3716642300005,771285.32391075,198.842514235,801827.530436625,605322.952580125,426135.71149825,0.0,35195.4353465,15163.384064462502,399126.69581975,77147.608061875,288180.336524125,266626.781902,0.0,0.0,0.0,0.0,111396.13892525,0.0,0.0,347270.460052,247315.6692605,0.0,0.0,0.0,0.0,0.0,195.2,156.2,84.2,91.8,100.0,173.0,264.8,285.4,253.8,236.4,231.6,220.2,195.0,213.6,239.2,261.4,257.2,242.6,246.0,266.8,309.6,333.4,269.4,245.0,Train
13439,0,U,T,33291,989542,208109,990197,207745,33291,103907,0.0106593,0.5287,21002,21816,-73.9797,40.7374,11257,13439,EB,SB,62.0,0.228432,37.0,31.0,97.0,2.0,6.0,2.0,3.0,30.0,10.0,51.0,12.0,12.0,11.0,43714.284119825,21524.398410625,22189.885709175,2509.8776731125,33003.70552255,1202.6206527075,6198.6584222525,31368.587883375,1300.281262555,598.520023215,840146.3234965,69.75757846249999,15498.738782975,24736.0373231,613944.81896525,188.0664315375,641193.5242645,543341.7786507499,597828.028037,528914.516273,392827.246752,162777.91419275,1058487.5440874998,334176.46993175,338180.5549355,461664.0251795,0.0,0.0,0.0,0.0,59289.75623922501,0.0,228220.28885200003,944189.75177475,337551.34157775,25998.64949325,0.0,0.0,0.0,0.0,266.6923076923077,170.15384615384616,112.76923076923076,87.53846153846153,101.6923076923077,168.23076923076923,357.15384615384613,520.3076923076923,514.5384615384615,497.6923076923077,513.5384615384615,508.38461538461536,524.3076923076923,515.0,500.46153846153845,531.8461538461538,494.3076923076923,474.3076923076923,461.84615384615387,488.6923076923077,499.84615384615387,476.0769230769231,433.84615384615387,379.46153846153845,Train
13447,0,U,A,35880,991195,211094,991068,210862,35880,103915,0.0819888,0.568857,22556,22540,-73.9752,40.7458,11263,13447,WB,SB,70.0,0.0803796,38.0,14.0,55.0,9.0,3.0,1.0,1.0,174.0,14.0,61.0,13.0,7.0,2.0,49292.560474675,23896.86202255,25395.69845215,5382.569546575,32148.914470525,2451.1046875275,10979.2585830825,32505.310726825,629.68034214,156.3635748925,853259.1240257501,0.0,19266.528052475,26445.165689025,691591.8657130001,174.5355579225,639359.38829425,502201.768176,702513.3683815,0.0,385115.0328785,0.0,1129564.83030875,282008.04638525,557045.9399,366638.77478575,0.0,0.0,0.0,0.0,208891.8752925,0.0,151361.34917835,403412.388503,402284.03513825,0.0,0.0,129693.020268,0.0,0.0,1205.9,838.1,589.1,540.4,659.0,1171.5,1977.5,2383.6,2417.8,2387.5,2019.1,1806.4,1821.1,1930.2,1929.8,1856.4,1831.9,2158.4,2435.6,2293.5,1950.2,1782.1,1881.3,1655.5,Train
13448,0,U,T,33173,988920,208453,989542,208109,33173,103916,0.00964375,0.313331,20934,21002,-73.982,40.7384,11264,13448,EB,SB,62.0,0.216483,46.0,34.0,97.0,3.0,6.0,2.0,3.0,35.0,9.0,55.0,13.0,11.0,5.0,43714.284119825,21524.398410625,22189.885709175,2509.8776731125,33003.70552255,1202.6206527075,6198.6584222525,31368.587883375,1300.281262555,598.520023215,840146.3234965,69.75757846249999,15498.738782975,24736.0373231,613944.81896525,188.0664315375,641193.5242645,543341.7786507499,597828.028037,528914.516273,392827.246752,162777.91419275,1058487.5440874998,334176.46993175,338180.5549355,461664.0251795,0.0,0.0,0.0,0.0,59289.75623922501,0.0,228220.28885200003,944189.75177475,337551.34157775,25998.64949325,0.0,0.0,0.0,0.0,305.3333333333333,201.66666666666663,142.66666666666666,105.33333333333331,126.0,179.66666666666666,344.0,415.0,395.3333333333333,388.3333333333333,367.6666666666667,376.3333333333333,406.0,410.3333333333333,411.0,421.3333333333333,407.3333333333333,409.6666666666667,437.6666666666667,467.3333333333333,493.6666666666667,525.0,540.6666666666666,468.6666666666667,Train
13449,0,U,T,33173,989542,208109,988920,208453,33173,103916,0.00964375,0.313331,21002,20934,-73.982,40.7384,11264,13449,WB,NB,62.0,0.216483,46.0,34.0,97.0,3.0,6.0,2.0,3.0,35.0,9.0,55.0,13.0,11.0,5.0,43714.284119825,21524.398410625,22189.885709175,2509.8776731125,33003.70552255,1202.6206527075,6198.6584222525,31368.587883375,1300.281262555,598.520023215,840146.3234965,69.75757846249999,15498.738782975,24736.0373231,613944.81896525,188.0664315375,641193.5242645,543341.7786507499,597828.028037,528914.516273,392827.246752,162777.91419275,1058487.5440874998,334176.46993175,338180.5549355,461664.0251795,0.0,0.0,0.0,0.0,59289.75623922501,0.0,228220.28885200003,944189.75177475,337551.34157775,25998.64949325,0.0,0.0,0.0,0.0,192.33333333333331,124.0,94.33333333333331,84.66666666666667,85.66666666666667,158.66666666666666,315.6666666666667,456.3333333333333,527.0,528.3333333333334,519.6666666666666,487.6666666666667,476.0,498.0,482.3333333333333,496.6666666666667,491.0,501.6666666666667,522.0,563.3333333333334,499.3333333333333,431.6666666666667,386.6666666666667,306.6666666666667,Train
13450,0,U,T,33172,988920,208453,989053,208696,33172,103919,0.0118878,0.313331,20934,21000,-73.9829,40.7392,11265,13450,EB,NB,70.0,0.0843608,46.0,35.0,87.0,3.0,6.0,2.0,3.0,37.0,8.0,55.0,12.0,11.0,5.0,43979.82467075,21297.936011825,22681.888658925,3599.5576783475,32745.7905744,2328.9619240225,6945.879927125,29868.8079922125,1022.757317625,307.858858215,707181.48428525,34.8787892325,13820.1550967625,22571.26673255,664644.30042625,179.30511129750002,683209.4070228749,497465.13612375,580772.7407013751,264457.2581365,291367.82018650003,81388.957096375,1106232.112007125,416637.512089625,406434.20840175,417463.529082375,134348.379404125,30178.368741375,0.0,0.0,101874.47305656248,0.0,140618.23880693747,803262.255303,375669.65274275,12999.324746625,0.0,23763.629171875,0.0,0.0,976.3333333333334,699.0,493.0,421.0,404.6666666666667,589.6666666666666,984.0,1263.6666666666667,1179.3333333333333,1110.0,1136.0,1216.0,1171.6666666666667,1163.6666666666667,1237.6666666666667,1289.0,1351.3333333333333,1406.6666666666667,1321.6666666666667,1382.0,1384.6666666666667,1289.6666666666667,1204.3333333333333,1190.3333333333333,Train
13451,0,U,T,33172,989053,208696,988920,208453,33172,103919,0.0118878,0.313331,21000,20934,-73.9829,40.7392,11265,13451,WB,SB,70.0,0.0843608,46.0,35.0,87.0,3.0,6.0,2.0,3.0,37.0,8.0,55.0,12.0,11.0,5.0,43979.82467075,21297.936011825,22681.888658925,3599.5576783475,32745.7905744,2328.9619240225,6945.879927125,29868.8079922125,1022.757317625,307.858858215,707181.48428525,34.8787892325,13820.1550967625,22571.26673255,664644.30042625,179.30511129750002,683209.4070228749,497465.13612375,580772.7407013751,264457.2581365,291367.82018650003,81388.957096375,1106232.112007125,416637.512089625,406434.20840175,417463.529082375,134348.379404125,30178.368741375,0.0,0.0,101874.47305656248,0.0,140618.23880693747,803262.255303,375669.65274275,12999.324746625,0.0,23763.629171875,0.0,0.0,54.333333333333336,34.333333333333336,21.33333333333333,16.333333333333332,15.333333333333334,46.0,75.66666666666667,125.0,182.0,156.0,167.0,181.33333333333331,172.66666666666666,159.66666666666666,164.0,172.66666666666666,147.66666666666666,202.33333333333331,258.0,233.33333333333331,161.0,121.33333333333331,94.66666666666669,76.33333333333333,Train
13458,0,U,W,33121,988813,205238,988942,205474,33121,103925,0.098701,0.122559,20907,20908,-73.9833,40.7303,11271,13458,EB,NB,70.0,0.081993,56.0,69.0,91.0,0.0,10.0,3.0,4.0,16.0,14.0,69.0,14.0,15.0,31.0,40082.742611825,19986.77116615,20095.971445675,8377.22144569,30087.79702475,1221.4831269975,5656.574480827499,25724.46585465,1131.0028953675,207.48053115,753013.92771575,0.0,14274.036541525002,23005.378893775,489196.972344,192.5044928125,577398.0381390001,605855.63099025,673909.24520775,376191.843051,0.0,0.0,1223086.8111037498,191398.449980075,444484.1378795,130779.81479625,0.0,15280.2391174,0.0,0.0,68944.3764975,0.0,0.0,481220.67192475,262118.1110225,0.0,0.0,0.0,0.0,0.0,768.0,519.8,371.2,313.8,334.0,523.6,875.4,1127.8,1137.8,1208.8,1127.4,1058.6,1016.2,1005.0,1029.8,1004.6,986.2,1109.0,1122.4,1254.0,1282.6,1229.6,1157.4,1085.0,Train
13461,0,U,A,24746,989558,199244,989538,199503,24746,103928,0.0249116,0.708315,16162,16163,-73.9809,40.7139,11274,13461,WB,NB,30.0,0.0790549,7.0,117.0,29.0,16.0,5.0,1.0,2.0,6.0,16.0,42.0,5.0,11.0,12.0,21705.670631525,10806.7476496875,10898.922981825,6727.216037595,11855.241128364998,1468.75303253,4117.9552797175,8902.8815736925,858.1842419,176.2641263825,284852.469797875,0.0,4327.0043628125,10145.851975435,236366.0354225875,205.4746681775,472977.88170298754,545453.594431175,386092.4105078,72201.653427125,0.0,165133.3355445,653329.6572075,266307.3439923625,325017.01421925006,550650.26777175,23352.0016243125,71718.749593825,8171.8046766625,21088.118845375,107865.4678621625,164240.7168820675,64318.3639134875,377334.6391868501,199986.94647682505,0.0,0.0,642368.6545375,197673.64666828752,0.0,25.7,19.1,12.1,11.5,13.4,23.6,43.7,63.6,76.9,71.1,64.5,63.9,55.3,46.0,48.2,56.7,50.3,49.1,60.0,56.4,42.7,46.2,32.4,32.2,Train
13468,0,U,T,34114,988993,218612,988207,219050,34114,103934,0.0110634,0.187524,21486,21487,-73.9843,40.7673,11279,13468,WB,NB,60.0,0.274334,29.0,89.0,61.0,32.0,6.0,2.0,1.0,76.0,10.0,58.0,15.0,21.0,6.0,54095.097008,28082.199324825,26012.897683175,5695.74244285,36234.118832725,2826.531118005,8851.324187845,37334.166744725,1325.839974005,271.2258306125,1005070.68392925,0.0,18320.8229845,34290.10424985,550295.18181775,211.473541025,489247.34143625,578243.8333985,658152.19486425,185811.72246325,288622.83363525,70130.46375475,927121.4816365,153460.1256725,611454.54144925,492720.95956025,0.0,0.0,0.0,0.0,97956.581838375,99168.1490005,0.0,400460.12016525,274861.90887917497,0.0,0.0,37634.304973475,0.0,0.0,485.2,348.6,243.8,207.6,246.2,368.6,567.8,647.8,662.6,665.6,655.8,660.2,714.8,768.8,802.4,817.6,805.4,778.2,863.0,822.0,838.4,796.8,720.8,640.6,Train
13470,0,U,A,33124,989556,205135,988942,205474,33124,103935,0.0958792,0.0878316,20984,20908,-73.982,40.7302,11280,13470,WB,NB,30.0,0.213826,49.0,89.0,94.0,1.0,9.0,3.0,4.0,16.0,13.0,73.0,15.0,17.0,31.0,40082.742611825,19986.77116615,20095.971445675,8377.22144569,30087.79702475,1221.4831269975,5656.574480827499,25724.46585465,1131.0028953675,207.48053115,753013.92771575,0.0,14274.036541525002,23005.378893775,489196.972344,192.5044928125,577398.0381390001,605855.63099025,673909.24520775,376191.843051,0.0,0.0,1223086.8111037498,191398.449980075,444484.1378795,130779.81479625,0.0,15280.2391174,0.0,0.0,68944.3764975,0.0,0.0,481220.67192475,262118.1110225,0.0,0.0,0.0,0.0,0.0,118.6,84.2,65.4,51.4,45.0,69.2,113.8,151.2,227.0,186.4,195.4,177.0,172.2,189.8,175.2,178.8,178.8,187.0,219.4,273.4,253.6,221.0,217.8,164.6,Train
13477,0,U,W,106047,987628,209290,987706,209436,106047,103945,0.0300994,0.131174,63335,20854,-73.9877,40.7413,11287,13477,EB,NB,46.0,0.0503715,21.0,12.0,11.0,15.0,5.0,0.0,2.0,7.0,5.0,24.0,3.0,3.0,3.0,20404.536125025,10117.70304204,10286.8330829875,1669.8008278775,15671.7615897,1196.81003543,2898.1435828025,12307.7937416,802.6510417274999,44.4324683825,326951.3020145,0.0,6501.4734379825,11092.3507355725,735337.285434,208.8326013925,1054527.23853725,1069409.248833,201611.60862725,0.0,0.0,0.0,1433311.16488,0.0,501881.9300315,879964.9700152499,82863.68692025,75026.37281995,0.0,0.0,33846.074463075,0.0,0.0,997377.05106075,190010.43446367505,0.0,0.0,0.0,0.0,0.0,446.3333333333333,273.0,150.0,86.33333333333333,94.0,162.33333333333334,437.3333333333333,710.0,795.0,807.6666666666666,795.3333333333334,729.6666666666666,805.0,740.6666666666666,651.3333333333334,666.0,711.6666666666666,695.6666666666666,688.3333333333334,747.6666666666666,690.3333333333334,564.0,505.3333333333333,478.6666666666667,Train
13502,0,U,T,34332,987148,220852,987021,220625,34332,103969,0.20691,0.622022,21619,21618,-73.9898,40.7726,11308,13502,WB,SB,70.0,0.0791704,31.0,54.0,39.0,21.0,4.0,2.0,1.0,20.0,4.0,38.0,9.0,5.0,3.0,52146.549958275,24921.04450555,27225.505452725,7066.2492394875,34127.423314575004,924.841706845,14373.263055575,34505.7676492,2208.91944858,718.4720697775,819287.4591465,0.0,11652.24117425,24630.59834965,2902229.7092775004,527.006906505,1920349.727745,2362580.7516775,2974302.3941925,162615.452347,1620051.33253625,1128306.8823475,2848768.5083,398885.75682625,849711.6939735,1130855.929535,0.0,307689.4855435,0.0,0.0,0.0,0.0,0.0,3088566.2049075,1312958.02594325,0.0,0.0,0.0,0.0,0.0,221.0,129.35416666666666,84.3125,64.125,85.3125,157.8125,327.8324607329843,579.1351351351351,684.172972972973,660.5745856353591,594.9677419354839,587.7446808510638,582.2765957446809,595.6595744680851,629.1914893617021,640.2765957446809,619.6808510638298,661.6170212765958,742.4468085106383,778.9787234042553,710.4468085106383,611.8085106382979,559.8936170212766,464.2765957446808,Train
13508,0,U,W,32831,986244,209939,986378,210179,32831,103977,0.228774,0.000441851,20752,21329,-73.9926,40.7432,11314,13508,EB,NB,64.0,0.0836353,47.0,41.0,30.0,1.0,1.0,4.0,2.0,60.0,4.0,53.0,17.0,11.0,6.0,35747.58788585,19901.337829975,15846.250055825,2067.327020145,25440.266672599995,2240.4185464775,6676.586858445,25417.932282125,1150.2211104675,274.9921829625,549977.38642975,0.0,14137.669183,21488.475454475,687501.3958992499,199.4740251025,744761.1895295,674956.44793875,452722.2830212499,0.0,0.0,0.0,814821.38071125,329259.1682675,420278.7890292501,591777.5941394999,0.0,0.0,0.0,0.0,85574.2171795,6073.5583151,0.0,672746.73917925,188209.11689825,0.0,0.0,0.0,0.0,0.0,1222.6666666666667,892.6666666666666,653.0,547.6666666666666,562.3333333333334,864.0,1316.0,1479.3333333333333,1414.3333333333333,1297.0,1249.6666666666667,1198.3333333333333,1256.6666666666667,1192.3333333333333,1207.6666666666667,1216.0,1283.6666666666667,1275.6666666666667,1403.0,1505.0,1583.3333333333333,1517.0,1433.6666666666667,1466.3333333333333,Train
13513,0,U,A,33001,987139,209443,987002,209199,33001,103982,0.0100615,0.0304207,20846,20844,-73.9898,40.7412,11317,13513,WB,SB,54.0,0.0851106,56.0,34.0,35.0,1.0,5.0,3.0,2.0,51.0,5.0,51.0,13.0,12.0,5.0,20722.286154075,10721.0544557575,10001.23169834,1617.10311966,15279.3303302625,712.90861599,3605.31767643,13809.178063,657.527322005,75.1741483925,354718.129552125,0.0,7679.1633822975,11671.40222805,908487.74420825,203.1040894575,1056342.5236987502,917814.3417645,486522.62546475,0.0,0.0,0.0,1378922.9254425,0.0,521446.412524375,904214.42349625,41431.843460125,37513.186409975,0.0,0.0,16923.0372315375,0.0,0.0,858707.160990875,313119.5433494625,0.0,0.0,0.0,0.0,0.0,816.0,549.3333333333334,376.3333333333333,265.6666666666667,243.33333333333331,392.0,680.3333333333334,918.0,1050.0,1060.6666666666667,1041.6666666666667,989.6666666666666,1032.0,1006.3333333333334,1052.3333333333333,1039.6666666666667,1016.3333333333334,1127.3333333333333,1220.6666666666667,1302.3333333333333,1295.0,1202.0,1098.6666666666667,1022.0,Train
13522,0,U,A,33937,987827,213836,987766,213576,33937,103990,0.305827,0.114872,21402,21401,-73.9872,40.7533,11324,13522,WB,SB,60.0,0.0815006,29.0,74.0,54.0,7.0,3.0,3.0,1.0,134.0,3.0,49.0,30.0,10.0,4.0,798.9276285425001,496.5971132975,302.33051524,18.49547195,367.7606261875,116.6915960875,277.4805425375,546.3758115425001,0.0,0.0,10489.6554847425,0.0,208.4580301125,406.225804645,622237.649305875,175.942176625,619415.48241375,478175.532707875,443572.20175825,0.0,0.0,39924.973967125,0.0,0.0,159569.335278125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321277.57640599995,0.0,0.0,0.0,0.0,0.0,0.0,51.1,31.2,22.2,24.7,21.5,34.8,64.0,109.5,160.0,199.1,199.9,219.5,242.9,219.6,202.4,189.6,186.8,217.7,215.8,143.1,115.7,99.0,93.2,80.5,Train
13526,0,U,A,32798,985393,208400,986286,207906,32798,103995,0.262159,0.0581924,20650,20737,-73.9943,40.738,11328,13526,EB,SB,30.0,0.310842,110.0,65.0,36.0,0.0,7.0,3.0,2.0,35.0,10.0,61.0,16.0,15.0,8.0,36401.59598265,18913.7236146875,17487.872367975004,3491.0958204850003,30127.8950637,1142.5935521625,3714.4647421375,24723.750727612496,1139.1583141575002,114.147231495,547342.890555625,0.0,13596.70881865,20923.6567142375,835411.498325875,214.27169619250003,814501.9678712501,782239.52729325,635466.443509375,364834.07835328754,438545.648316875,180580.115267,839344.0867445,394595.4105285,531211.0452003749,547627.269901,0.0,0.0,0.0,0.0,0.0,0.0,78577.45593127499,621577.412720375,186587.650017125,0.0,0.0,186059.1636,0.0,0.0,62.285714285714285,40.42857142857143,28.142857142857142,24.857142857142858,30.857142857142858,48.85714285714285,115.0,183.14285714285717,184.28571428571428,225.42857142857144,234.28571428571428,238.57142857142856,223.8571428571429,226.42857142857144,213.42857142857144,212.0,207.57142857142856,230.0,258.42857142857144,227.28571428571428,224.7142857142857,180.0,156.66666666666666,121.0,Train
13531,0,U,A,33927,987230,213577,987106,213353,33927,104005,0.288568,0.241085,21397,21396,-73.9895,40.7526,11333,13531,WB,SB,60.0,0.0781698,25.0,63.0,44.0,7.0,2.0,2.0,1.0,111.0,5.0,48.0,24.0,8.0,4.0,967.343617525,505.0102709125,462.33334661,28.45128287,624.5056589625,68.28307888500001,233.30051952,648.6892493949999,0.0,0.0,13784.6465497,0.0,207.6943649375,477.9815521875,703628.676617,183.6530309175,637524.9660005,556579.643676,363049.74991325,0.0,0.0,79849.94793425,0.0,0.0,221288.3878935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642555.1528119999,0.0,0.0,0.0,0.0,0.0,0.0,902.7,675.7,551.5,464.8,573.3,804.0,1052.3,1181.4,1135.1,1086.0,1148.2,1183.1,1169.7,1172.0,1176.3,1217.5,1204.0,1280.3,1353.9,1313.9,1269.2,1155.8,1177.7,1117.1,Train
13533,0,U,T,34333,987230,221004,987148,220852,34333,104006,0.154312,0.593871,21620,21619,-73.9894,40.7731,11334,13533,WB,SB,70.0,0.052717,30.0,51.0,40.0,21.0,4.0,2.0,1.0,18.0,4.0,38.0,10.0,6.0,3.0,17382.183319422496,8307.014835182501,9075.16848424,2355.4164131625,11375.807771525,308.28056895000003,4791.0876851925,11501.922549735,736.30648286,239.49068992500003,273095.8197155,0.0,3884.080391415,8210.199449885,967409.9030925024,175.668968835,640116.5759149999,787526.9172258325,991434.1313975024,54205.150782335,540017.110845415,376102.294115835,949589.5027666674,132961.918942085,283237.2313245,376951.9765116675,0.0,102563.1618478325,0.0,0.0,0.0,0.0,0.0,1029522.0683025,437652.6753144175,0.0,0.0,0.0,0.0,0.0,184.77777777777777,113.77777777777776,75.22222222222223,61.44444444444444,83.66666666666667,173.0,351.0,664.2222222222222,743.3333333333334,694.8888888888889,665.8888888888889,616.5555555555555,628.8888888888889,671.5555555555555,713.1111111111111,752.3333333333334,727.7777777777778,743.8888888888889,756.4444444444445,760.2222222222222,641.5555555555555,561.2222222222222,507.44444444444446,385.3333333333333,Train
13536,0,U,A,33947,987952,214356,987889,214095,33947,104014,0.312285,0.000379942,21408,21406,-73.9868,40.7547,11337,13536,WB,SB,60.0,0.0818542,17.0,74.0,60.0,7.0,3.0,2.0,1.0,131.0,4.0,49.0,30.0,10.0,6.0,630.5116395575,488.183955685,142.32768387,8.5396610325,111.0155934175,165.100113295,321.66056555250003,444.0623736825,0.0,0.0,7194.664419784999,0.0,209.2216952925,334.4700571,540846.62199475,168.2313223375,601305.9988269999,399771.4217397501,524094.6536032501,0.0,0.0,0.0,0.0,0.0,97850.28266275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,12.0,10.4,8.2,0.0,1.4,29.0,160.6,238.4,312.8,364.6,340.6,360.8,325.4,277.0,215.4,202.6,201.2,226.8,133.8,101.6,65.6,60.4,55.8,Train
13538,0,U,T,24365,987090,199972,987256,200393,24365,104018,0.0352073,0.191843,15933,20755,-73.9895,40.7161,11339,13538,EB,NB,54.0,0.138037,10.0,130.0,45.0,12.0,6.0,1.0,3.0,23.0,26.0,68.0,18.0,12.0,14.0,33599.637317512505,16480.6674445125,17118.969873025002,3654.6477432375,18374.4026135875,1303.26610312,11219.18715318,18606.2968037125,1392.0074531025002,341.8440826175,508429.4715433751,0.0,8667.7753480775,15523.391347875,629009.78217875,312.6689924825,697095.983493,1035754.41579925,834905.574101625,678878.096604125,424811.93559375,70272.80066375001,990248.1386023748,505136.664253375,524029.9490793751,778729.3979706251,0.0,46777.52113564999,0.0,0.0,129330.565261825,33402.103469149995,168570.454624275,507399.2517841,307056.82177487505,101699.818357125,0.0,89417.977037275,14339.13394475,120156.8877259125,106.2,61.6,39.2,32.6,29.6,51.2,101.6,179.0,246.4,221.6,233.8,237.6,202.4,221.6,260.0,285.8,305.4,314.0,284.6,268.2,238.8,202.4,204.0,186.8,Train
13539,0,U,T,24365,987256,200393,987090,199972,24365,104018,0.0352073,0.191843,20755,15933,-73.9895,40.7161,11339,13539,WB,SB,54.0,0.138037,10.0,130.0,45.0,12.0,6.0,1.0,3.0,23.0,26.0,68.0,18.0,12.0,14.0,33599.637317512505,16480.6674445125,17118.969873025002,3654.6477432375,18374.4026135875,1303.26610312,11219.18715318,18606.2968037125,1392.0074531025002,341.8440826175,508429.4715433751,0.0,8667.7753480775,15523.391347875,629009.78217875,312.6689924825,697095.983493,1035754.41579925,834905.574101625,678878.096604125,424811.93559375,70272.80066375001,990248.1386023748,505136.664253375,524029.9490793751,778729.3979706251,0.0,46777.52113564999,0.0,0.0,129330.565261825,33402.103469149995,168570.454624275,507399.2517841,307056.82177487505,101699.818357125,0.0,89417.977037275,14339.13394475,120156.8877259125,52.2,34.0,25.6,14.8,20.0,24.0,42.2,84.2,128.2,111.4,98.4,119.8,111.6,97.0,113.6,128.6,102.2,112.8,121.0,122.4,102.4,84.8,80.4,59.8,Train
13548,0,U,T,32706,986565,202467,986402,202047,32706,104027,0.13611,0.173085,20688,20687,-73.9919,40.7218,11347,13548,WB,SB,66.0,0.137448,57.0,76.0,29.0,1.0,3.0,1.0,1.0,35.0,18.0,68.0,21.0,13.0,16.0,33175.40055945,18304.70572205,14870.694837375002,14417.33526765,15980.298646225,3719.5522711075,8005.177817142499,15832.518454975,576.0922709475,245.4654024025,454010.80448525,0.0,5996.369115845,14710.39090115,481114.693459,358.6800573875,1198101.6006359998,692497.976163,938546.98508575,0.0,0.0,0.0,0.0,357031.932544,713159.65069775,0.0,0.0,176925.4506545,0.0,0.0,179084.54429625,242226.76194075,188186.802177025,546365.909765,371424.220322,127549.3335365,0.0,215999.53511850003,63365.140306,0.0,556.1,369.6,289.6,223.7,239.6,295.5,411.9,474.5,550.4,578.4,612.8,679.1,666.7,644.8,648.4,658.9,667.2,664.4,673.9,672.5,731.9,701.1,623.8,638.3,Train
13553,0,U,W,33860,986525,217872,986651,218100,33860,104031,0.0525702,0.548587,21364,21366,-73.9916,40.765,11351,13553,EB,NB,58.0,0.079396,29.0,87.0,30.0,24.0,6.0,1.0,1.0,57.0,6.0,37.0,11.0,6.0,7.0,10426.584229015,6000.244712875,4426.33951616,2449.04045792,6515.00204565,514.2793779725,2292.271279505,7123.916476435,328.3549560125,32.9788820475,179166.1409164175,0.0,3944.561065415,5925.683762150001,157024.884239415,62.8510578125,202007.123438415,186048.6902125825,158979.241466585,136904.898463335,98512.70021525,50102.56910275,277613.839277165,76594.64843557999,126792.3305459175,220637.80201958248,0.0,11749.5631493325,0.0,0.0,71961.35448575,19279.7412161425,70012.254761335,125739.3960945,79842.8293395825,0.0,0.0,0.0,0.0,40792.00936025,926.6,611.1,461.9,413.2,501.6,826.8,1321.8,1618.8,1552.7,1534.0,1561.4,1537.8,1546.7,1551.6,1670.0,1719.7,1595.9,1594.8,1673.4,1644.4,1551.6,1502.1,1402.0,1256.5,Train
